iter	RMSE
1512	0.3094696752
1513	0.3094461458
1514	0.3094173815
1515	0.3093862897
1516	0.3093700154
1517	0.3093263008
1518	0.3092810259
1519	0.309245919
1520	0.3091820881
1521	0.3091518768
1522	0.3091213317
1523	0.3090965626
1524	0.3090402237
1525	0.3090123593
1526	0.3089754787
1527	0.3089242269
1528	0.3089059088
1529	0.3088778777
1530	0.3088434535
1531	0.30881864
1532	0.308770619
1533	0.3087407539
1534	0.3087201723
1535	0.3087025599
1536	0.3086757252
1537	0.3086358774
1538	0.3086092247
1539	0.3085782835
1540	0.3085199053
1541	0.3084953311
1542	0.3084609636
1543	0.3084154622
1544	0.3083854522
1545	0.3083332178
1546	0.308289334
1547	0.3082667208
1548	0.3082332568
1549	0.3081963272
1550	0.3081683976
1551	0.3081254197
1552	0.3080885214
1553	0.3080730638
1554	0.3080362145
1555	0.3080068316
1556	0.3079670523
1557	0.3079355373
1558	0.3079130752
1559	0.3078850423
1560	0.3078630859
1561	0.3078036086
1562	0.3077758427
1563	0.3077546539
1564	0.3077214222
1565	0.3076812293
1566	0.3076465382
1567	0.3076170515
1568	0.3075607963
1569	0.3075272888
1570	0.3074994868
1571	0.3074671921
1572	0.3074371782
1573	0.3073949409
1574	0.3073223178
1575	0.3072573772
1576	0.3072321583
1577	0.3071977826
1578	0.3071491197
1579	0.3071123373
1580	0.307085963
1581	0.3070547351
1582	0.3070160537
1583	0.3069806212
1584	0.3069386542
1585	0.3068977145
1586	0.3068712997
1587	0.3068593133
1588	0.3068299399
1589	0.3067771962
1590	0.3067423139
1591	0.3067141519
1592	0.3066812854
1593	0.306638655
1594	0.3066051245
1595	0.3065817977
1596	0.3065519418
1597	0.3065288223
1598	0.3064973485
1599	0.3064826447
1600	0.3064536579
1601	0.3064212975
1602	0.3063922937
1603	0.3063552312
1604	0.3063239622
1605	0.3062950048
1606	0.3062691724
1607	0.3062334308
1608	0.3062092519
1609	0.3061809295
1610	0.3061273835
1611	0.3061003008
1612	0.3060693621
1613	0.3060512184
1614	0.3060199628
1615	0.3059799809
1616	0.3059488963
1617	0.3059078464
1618	0.3058803876
1619	0.3058496273
1620	0.3058143271
1621	0.3057860461
1622	0.305757573
1623	0.3057297997
1624	0.3057000389
1625	0.3056582753
1626	0.3056297903
1627	0.305574943
1628	0.3055180217
1629	0.3054567151
1630	0.3054426755
1631	0.3054054866
1632	0.3053549194
1633	0.3053290633
1634	0.3053072245
1635	0.3052789412
1636	0.3052559151
1637	0.3052216743
1638	0.3051963653
1639	0.3051689766
1640	0.3051505559
1641	0.3051253304
1642	0.3051038681
1643	0.3050683029
1644	0.3050268328
1645	0.3049692167
1646	0.3049477211
1647	0.3049107066
1648	0.3048608959
1649	0.3048318443
1650	0.3048088292
1651	0.3047587782
1652	0.3047337664
1653	0.304702219
1654	0.3046810402
1655	0.3046544779
1656	0.3046189273
1657	0.3045863944
1658	0.304557921
1659	0.3045336651
1660	0.3045035859
1661	0.304468891
1662	0.3044358829
1663	0.3044071827
1664	0.3043942819
1665	0.3043655553
1666	0.3043274171
1667	0.3042902823
1668	0.3042542074
1669	0.3042192824
1670	0.3041990673
1671	0.3041616479
1672	0.3041398037
1673	0.3041179917
1674	0.3040811004
1675	0.3040491826
1676	0.3040062951
1677	0.3039765563
1678	0.3039487212
1679	0.3039345447
1680	0.3039023872
1681	0.3038549355
1682	0.3038156784
1683	0.3037916998
1684	0.303764061
1685	0.3037259707
1686	0.3037037809
1687	0.3036687814
1688	0.3036435563
1689	0.3036177453
1690	0.3035909327
1691	0.3035701255
1692	0.3035470709
1693	0.303513839
1694	0.303485939
1695	0.3034508469
1696	0.3034267833
1697	0.3033989764
1698	0.3033753694
1699	0.3033455912
1700	0.3033066728
1701	0.3032902858
1702	0.3032520798
1703	0.3032186245
1704	0.3031925974
1705	0.303148588
1706	0.3031090708
1707	0.3030876569
1708	0.3030670852
1709	0.3030425187
1710	0.3030141252
1711	0.3029839627
1712	0.3029436364
1713	0.3029147498
1714	0.3028622022
1715	0.3028391724
1716	0.3028071575
1717	0.3027716377
1718	0.302755188
1719	0.3027194932
1720	0.3026978941
1721	0.3026770931
1722	0.3026446555
1723	0.3026218796
1724	0.3025957561
1725	0.3025553667
1726	0.3024960854
1727	0.3024796095
1728	0.3024532821
1729	0.3024248897
1730	0.3024005078
1731	0.3023552331
1732	0.3023172697
1733	0.3022785347
1734	0.3022559229
1735	0.3022305573
1736	0.302208224
1737	0.3021772026
1738	0.302147814
1739	0.3021208146
1740	0.3020741099
1741	0.3020509975
1742	0.3020206373
1743	0.3019968774
1744	0.3019696048
1745	0.3019368655
1746	0.3018994818
1747	0.3018759495
1748	0.3018597559
1749	0.301835509
1750	0.3018059177
1751	0.3017620676
1752	0.3017199736
1753	0.3017032518
1754	0.3016811054
1755	0.3016478149
1756	0.3016209854
1757	0.3015965837
1758	0.301567715
1759	0.3015303195
1760	0.3015025525
1761	0.301469231
1762	0.301444342
1763	0.3014248795
1764	0.3013947615
1765	0.3013750017
1766	0.3013526388
1767	0.3013189613
1768	0.3012893985
1769	0.3012562571
1770	0.3012309431
1771	0.3012031032
1772	0.3011593917
1773	0.3011509248
1774	0.3011300056
1775	0.3011101152
1776	0.3010818792
1777	0.3010428267
1778	0.3010115494
1779	0.3009782075
1780	0.3009451337
1781	0.3009109688
1782	0.3008891606
1783	0.300857482
1784	0.3008237831
1785	0.3007971748
1786	0.3007430671
1787	0.3007241826
1788	0.3006878952
1789	0.3006637466
1790	0.3006361036
1791	0.3006159991
1792	0.3006078458
1793	0.3005896559
1794	0.3005359645
1795	0.3005205041
1796	0.3004934605
1797	0.3004612184
1798	0.300432876
1799	0.3004042245
1800	0.3003797807
1801	0.3003472426
1802	0.3003238044
1803	0.300285482
1804	0.3002591553
1805	0.3002397635
1806	0.3002278531
1807	0.3001871224
1808	0.3001570506
1809	0.3001227732
1810	0.3000951599
1811	0.300062875
1812	0.3000446748
1813	0.3000254169
1814	0.2999971583
1815	0.2999670334
1816	0.2999387466
1817	0.299910855
1818	0.2998859049
1819	0.2998597363
1820	0.2998340884
1821	0.2998086885
1822	0.299797898
1823	0.2997481475
1824	0.2997292345
1825	0.2997006637
1826	0.2996752297
1827	0.2996528537
1828	0.2996264828
1829	0.2995997454
1830	0.2995776028
1831	0.2995610459
1832	0.2995291131
1833	0.2994804562
1834	0.2994492548
1835	0.2994070861
1836	0.2993923985
1837	0.2993832554
1838	0.2993666195
1839	0.2993318644
1840	0.2993046907
1841	0.2992723888
1842	0.299246497
1843	0.2992201813
1844	0.2991990132
1845	0.2991807491
1846	0.2991457104
1847	0.2991214486
1848	0.2990988716
1849	0.2990752216
1850	0.2990433623
1851	0.2990334675
1852	0.2989912402
1853	0.2989618235
1854	0.2989369994
1855	0.2989144542
1856	0.29888357
1857	0.2988371579
1858	0.2988291043
1859	0.2988003334
1860	0.2987744348
1861	0.2987579019
1862	0.2987319769
1863	0.298706837
1864	0.2986843657
1865	0.2986633536
1866	0.2986305943
1867	0.2986108684
1868	0.2985581913
1869	0.2985273274
1870	0.2985028326
1871	0.2984646419
1872	0.2984400964
1873	0.2984076323
1874	0.298391022
1875	0.2983599123
1876	0.2983346154
1877	0.2983030884
1878	0.2982901406
1879	0.2982637063
1880	0.2982328576
1881	0.2982252679
1882	0.2981964958
1883	0.2981726827
1884	0.2981414358
1885	0.2981215289
1886	0.2980774799
1887	0.2980628068
1888	0.2980532455
1889	0.2980075963
1890	0.2979901172
1891	0.2979636677
1892	0.2979335774
1893	0.2978744177
1894	0.2978423728
1895	0.2978043835
1896	0.2977733728
1897	0.2977440189
1898	0.2977135973
1899	0.2976730952
1900	0.297641166
1901	0.297611925
1902	0.2975880537
1903	0.2975695762
1904	0.2975550385
1905	0.2975304866
1906	0.2974971441
1907	0.2974601308
1908	0.2974509283
1909	0.2974098975
1910	0.2973866863
1911	0.2973630491
1912	0.2973267872
1913	0.2973137167
1914	0.2972813246
1915	0.2972583556
1916	0.2972400067
1917	0.2972097055
1918	0.2971785409
1919	0.2971635826
1920	0.2971130927
1921	0.2970920154
1922	0.2970736103
1923	0.297042397
1924	0.2969942051
1925	0.2969776879
1926	0.2969531916
1927	0.2969458676
1928	0.2969236992
1929	0.2968962821
1930	0.2968849495
1931	0.2968477794
1932	0.2968157154
1933	0.2968067227
1934	0.296784946
1935	0.2967574816
1936	0.2967346788
1937	0.2967055209
1938	0.2966803702
1939	0.2966247415
1940	0.2966066637
1941	0.2965622517
1942	0.296531111
1943	0.296523926
1944	0.2964929193
1945	0.296444799
1946	0.2964057681
1947	0.2963770839
1948	0.2963490526
1949	0.2963330286
1950	0.2963049126
1951	0.2962752637
1952	0.2962566813
1953	0.2962323095
1954	0.296207648
1955	0.2961836289
1956	0.296172338
1957	0.2961502384
1958	0.2961299675
1959	0.2961069668
1960	0.2960733373
1961	0.2960432737
1962	0.2960205887
1963	0.2959908652
1964	0.2959484571
1965	0.2959190374
1966	0.2958963774
1967	0.2958736466
1968	0.2958478836
1969	0.2958185345
1970	0.2957759519
1971	0.2957556438
1972	0.2957267006
1973	0.2956909759
1974	0.2956676527
1975	0.2956510268
1976	0.2956345038
1977	0.2956244142
1978	0.2956018469
1979	0.2955743764
1980	0.2955262565
1981	0.2955055391
1982	0.2954768828
1983	0.2954472085
1984	0.2954197005
1985	0.2953977985
1986	0.2953822653
1987	0.2953554899
1988	0.2953330522
1989	0.2953137525
1990	0.2952865207
1991	0.2952490917
1992	0.2952314723
1993	0.295211681
1994	0.2951932395
1995	0.2951381621
1996	0.2951192655
1997	0.2950960474
1998	0.2950768015
1999	0.2950362493
2000	0.2950111759
2001	0.2949674366
2002	0.2949330531
2003	0.2949054972
2004	0.2948781121
2005	0.2948521812
2006	0.2948163621
2007	0.2947965776
2008	0.2947694137
2009	0.2947502621
2010	0.2947263556
2011	0.2947058132
2012	0.2946963165
2013	0.2946698375
2014	0.2946460633
2015	0.2946112142
2016	0.2945904092
2017	0.2945651357
2018	0.2945366658
2019	0.2945236682
2020	0.294500843
2021	0.2944805396
2022	0.2944594706
2023	0.2944406926
2024	0.2944108212
2025	0.2943885083
2026	0.2943792097
2027	0.2943479539
2028	0.2943116449
2029	0.2942933091
2030	0.2942776713
2031	0.2942565183
2032	0.2942103496
2033	0.2941778244
2034	0.2941432211
2035	0.2941151623
2036	0.2941014043
2037	0.2940842842
2038	0.2940597787
2039	0.2940425402
2040	0.2940195617
2041	0.2940018686
2042	0.2939760343
2043	0.2939623394
2044	0.2939417784
2045	0.2939332196
2046	0.2939143151
2047	0.2938848078
2048	0.29384017
2049	0.2938223849
2050	0.2937927407
2051	0.2937659133
2052	0.2937449788
2053	0.2937250525
2054	0.2937068775
2055	0.2936719053
2056	0.2936520321
2057	0.2936268172
2058	0.2936177848
2059	0.2935986394
2060	0.2935602056
2061	0.2935260405
2062	0.2934776079
2063	0.2934431312
2064	0.2933951846
2065	0.2933693783
2066	0.2933501121
2067	0.2933266842
2068	0.2933054626
2069	0.2932591442
2070	0.2932512048
2071	0.2932202124
2072	0.2932119697
2073	0.2931601132
2074	0.2931415775
2075	0.2931181678
2076	0.2931027929
2077	0.2930822065
2078	0.2930549069
2079	0.2930247546
2080	0.2929924236
2081	0.2929620787
2082	0.2929221183
2083	0.2929134831
2084	0.2928862958
2085	0.2928685809
2086	0.2928398063
2087	0.2928231362
2088	0.292789118
2089	0.2927608014
2090	0.2927369304
2091	0.2927183563
2092	0.2926989191
2093	0.2926692543
2094	0.2926250368
2095	0.2926022266
2096	0.2925750454
2097	0.2925537926
2098	0.2925257096
2099	0.2924951531
2100	0.2924750135
2101	0.2924414327
2102	0.2924114736
2103	0.2923948024
2104	0.2923663777
2105	0.2923352681
2106	0.2923103128
2107	0.2922593927
2108	0.292236414
2109	0.2922140984
2110	0.2921833343
2111	0.292169952
2112	0.2921364062
2113	0.2921080963
2114	0.292086226
2115	0.2920598605
2116	0.29203487
2117	0.2920272008
2118	0.2920161111
2119	0.2919767917
2120	0.2919515256
2121	0.2919309864
2122	0.2919159344
2123	0.291893384
2124	0.2918869491
2125	0.2918554614
2126	0.2918313996
2127	0.2918044503
2128	0.291785735
2129	0.2917712129
2130	0.291749925
2131	0.2917250364
2132	0.291689032
2133	0.2916807343
2134	0.2916587034
2135	0.29163009
2136	0.2915989604
2137	0.2915821142
2138	0.2915559018
2139	0.2915075045
2140	0.2914796364
2141	0.2914543271
2142	0.2914247345
2143	0.2914122766
2144	0.2913819894
2145	0.2913550805
2146	0.2913333994
2147	0.2913041923
2148	0.2912811031
2149	0.2912630798
2150	0.2912355044
2151	0.291212082
2152	0.2911826872
2153	0.2911612625
2154	0.2911408081
2155	0.2911126474
2156	0.2911012535
2157	0.2910745293
2158	0.2910538463
2159	0.2910367226
2160	0.2910240958
2161	0.2909997661
2162	0.2909787615
2163	0.2909502335
2164	0.2909183632
2165	0.2909101139
2166	0.2908859387
2167	0.2908616325
2168	0.2908194025
2169	0.2907931683
2170	0.2907852085
2171	0.2907604836
2172	0.2907343613
2173	0.2907205723
2174	0.2907064895
2175	0.2906729154
2176	0.2906449673
2177	0.2906127821
2178	0.2905892743
2179	0.2905670198
2180	0.290556156
2181	0.2905393432
2182	0.2905169676
2183	0.2905039779
2184	0.290495752
2185	0.2904829609
2186	0.2904575413
2187	0.2904344083
2188	0.2904034087
2189	0.2903729341
2190	0.2903469296
2191	0.290323412
2192	0.290301466
2193	0.2902836638
2194	0.2902524132
2195	0.2902296749
2196	0.2901901487
2197	0.2901640456
2198	0.2901532489
2199	0.2901199633
2200	0.2901005871
2201	0.290080528
2202	0.290066038
2203	0.290055508
2204	0.290029428
2205	0.2900062725
2206	0.2899943532
2207	0.2899769788
2208	0.2899387703
2209	0.2899285883
2210	0.289905272
2211	0.2898759798
2212	0.2898589746
2213	0.2898246203
2214	0.2898067299
2215	0.2897738045
2216	0.2897638638
2217	0.2897405224
2218	0.2897340514
2219	0.2896987291
2220	0.2896714166
2221	0.2896560353
2222	0.2896286718
2223	0.2895935485
2224	0.2895767857
2225	0.2895559722
2226	0.2895346391
2227	0.2895262326
2228	0.2895027896
2229	0.2894626107
2230	0.2894257947
2231	0.2894014131
2232	0.2893822008
2233	0.2893670986
2234	0.2893430537
2235	0.2893279259
2236	0.2893087558
2237	0.2892906215
2238	0.2892636004
2239	0.2892340429
2240	0.2892071227
2241	0.2891914927
2242	0.2891668674
2243	0.2891418272
2244	0.2891056189
2245	0.2890785452
2246	0.2890601016
2247	0.289041244
2248	0.2890235882
2249	0.2890024636
2250	0.288974814
2251	0.2889631942
2252	0.2889534262
2253	0.2889226689
2254	0.2889020088
2255	0.2888825745
2256	0.2888413534
2257	0.2888185748
2258	0.2888003978
2259	0.2887795047
2260	0.288758492
2261	0.288736557
2262	0.2887079609
2263	0.2886902848
2264	0.2886788425
2265	0.2886570903
2266	0.2886365884
2267	0.2886212819
2268	0.2885950368
2269	0.2885652927
2270	0.2885357936
2271	0.2885151531
2272	0.2884892411
2273	0.2884691408
2274	0.2884509419
2275	0.2884287943
2276	0.2884196582
2277	0.2883867636
2278	0.2883462873
2279	0.2883249593
2280	0.2883031331
2281	0.2882779707
2282	0.288251789
2283	0.2882311518
2284	0.288212098
2285	0.2881805755
2286	0.2881626186
2287	0.2881351842
2288	0.2881160057
2289	0.2880939153
2290	0.2880677523
2291	0.2880385455
2292	0.2880122829
2293	0.2879880538
2294	0.2879699073
2295	0.2879570158
2296	0.2879194509
2297	0.287911826
2298	0.2878959718
2299	0.2878597134
2300	0.2878339082
2301	0.28781195
2302	0.2877861642
2303	0.2877645341
2304	0.2877336615
2305	0.2877166127
2306	0.287693354
2307	0.2876827845
2308	0.2876417588
2309	0.2876252497
2310	0.2876077085
2311	0.2875830305
2312	0.2875627958
2313	0.2875565721
2314	0.2875296845
2315	0.28751011
2316	0.2874817596
2317	0.2874559797
2318	0.2874408119
2319	0.2874287862
2320	0.2874131307
2321	0.2873895628
2322	0.2873735849
2323	0.2873590889
2324	0.2873415552
2325	0.2873185153
2326	0.2873124525
2327	0.2872883543
2328	0.2872645032
2329	0.2872274174
2330	0.2872117272
2331	0.2871912407
2332	0.2871464409
2333	0.2871172354
2334	0.2870913753
2335	0.2870828735
2336	0.2870629122
2337	0.2870352183
2338	0.2870235082
2339	0.2870070229
2340	0.2869765321
2341	0.2869600085
2342	0.2869494239
2343	0.2869267446
2344	0.2869054537
2345	0.2868852543
2346	0.2868625462
2347	0.2868364492
2348	0.2868160073
2349	0.2868057858
2350	0.2867899061
2351	0.2867689378
2352	0.286745852
2353	0.2867151194
2354	0.2866936701
2355	0.2866763454
2356	0.2866590196
2357	0.2866339863
2358	0.2866213202
2359	0.2865798214
2360	0.2865678309
2361	0.2865438009
2362	0.2865379716
2363	0.2865237902
2364	0.2864868346
2365	0.2864627978
2366	0.2864425792
2367	0.2864286668
2368	0.286410124
2369	0.2864026494
2370	0.2863784627
2371	0.2863617498
2372	0.2863437502
2373	0.286316582
2374	0.2862952457
2375	0.2862778016
2376	0.286261321
2377	0.2862521515
2378	0.2862113019
2379	0.2861806311
2380	0.2861601899
2381	0.2861365546
2382	0.2861146568
2383	0.2860974996
2384	0.2860790425
2385	0.2860520637
2386	0.2860309221
2387	0.2860093142
2388	0.2859923414
2389	0.2859755463
2390	0.2859630418
2391	0.2859228781
2392	0.2858877526
2393	0.2858684831
2394	0.2858459684
2395	0.2858238933
2396	0.2858068141
2397	0.2857872885
2398	0.2857727598
2399	0.2857485675
2400	0.2857221302
2401	0.2857058323
2402	0.2856794149
2403	0.285660179
2404	0.2856487108
2405	0.2856257253
2406	0.2855983814
2407	0.2855886654
2408	0.2855770512
2409	0.2855510516
2410	0.2855410952
2411	0.2855150446
2412	0.2855007528
2413	0.2854755344
2414	0.2854536097
2415	0.285433642
2416	0.2854132669
2417	0.2853977516
2418	0.2853785804
2419	0.2853618089
2420	0.2853459922
2421	0.285338872
2422	0.2853166621
2423	0.2853044393
2424	0.2852804583
2425	0.2852512767
2426	0.2852272195
2427	0.2852111324
2428	0.2851738871
2429	0.2851667148
2430	0.2851432362
2431	0.2851268215
2432	0.2850897685
2433	0.285065016
2434	0.2850362789
2435	0.2850094884
2436	0.2849910087
2437	0.2849671209
2438	0.284948447
2439	0.284938972
2440	0.2849295326
2441	0.2849108324
2442	0.2848858489
2443	0.2848741222
2444	0.2848554423
2445	0.284824781
2446	0.2848109094
2447	0.2847809256
2448	0.2847716486
2449	0.2847459466
2450	0.2847261568
2451	0.2847108435
2452	0.284695745
2453	0.284672479
2454	0.2846560372
2455	0.2846430915
2456	0.2846244083
2457	0.2846052089
2458	0.2845597744
2459	0.2845404628
2460	0.2845161657
2461	0.2844981572
2462	0.2844737247
2463	0.2844558333
2464	0.2844389955
2465	0.2844119091
2466	0.2843966388
2467	0.2843743194
2468	0.2843589872
2469	0.2843471548
2470	0.2843267018
2471	0.2843159832
2472	0.2843026982
2473	0.2842873502
2474	0.2842624918
2475	0.2842468778
2476	0.2842253981
2477	0.2842116411
2478	0.2841740009
2479	0.2841530316
2480	0.2841460975
2481	0.2841142678
2482	0.2840862985
2483	0.2840534421
2484	0.2840300875
2485	0.2840074991
2486	0.283999097
2487	0.283981908
2488	0.2839446456
2489	0.2839263607
2490	0.2839022392
2491	0.2838780796
2492	0.2838523808
2493	0.2838250822
2494	0.2838087715
2495	0.2837872707
2496	0.2837757628
2497	0.2837574671
2498	0.2837241401
2499	0.2837059011
2500	0.2836834311
2501	0.2836404448
2502	0.2836214553
2503	0.2835872828
2504	0.283572966
2505	0.2835646953
2506	0.2835446908
2507	0.2835221239
2508	0.2835119039
2509	0.2834774897
2510	0.2834659934
2511	0.2834500589
2512	0.2834085047
2513	0.2833877072
2514	0.2833692902
2515	0.2833595819
2516	0.2833352317
2517	0.283320842
2518	0.2832877163
2519	0.2832542016
2520	0.2832318763
2521	0.2832050837
2522	0.2831862094
2523	0.283164565
2524	0.2831357072
2525	0.283123908
2526	0.2831028729
2527	0.2830925896
2528	0.2830711789
2529	0.2830431426
2530	0.2830166814
2531	0.2829752081
2532	0.282962595
2533	0.2829421744
2534	0.2829353793
2535	0.282917463
2536	0.2828927252
2537	0.2828718176
2538	0.2828520412
2539	0.2828137621
2540	0.2827959344
2541	0.2827614814
2542	0.2827527409
2543	0.2827261561
2544	0.2827108551
2545	0.2826985197
2546	0.2826768741
2547	0.2826652608
2548	0.2826477012
2549	0.2826142915
2550	0.2825924948
2551	0.2825642903
2552	0.2825434428
2553	0.2825297367
2554	0.2825047236
2555	0.2824915828
2556	0.2824780068
2557	0.2824583116
2558	0.2824475461
2559	0.2824274383
2560	0.2823920712
2561	0.2823718508
2562	0.2823582209
2563	0.2823384448
2564	0.2823299568
2565	0.2822848323
2566	0.2822687586
2567	0.2822516212
2568	0.2822282746
2569	0.282212862
2570	0.2821958662
2571	0.2821733847
2572	0.2821588149
2573	0.2821479052
2574	0.2821335757
2575	0.2821140497
2576	0.2820963712
2577	0.2820826071
2578	0.2820707517
2579	0.2820492876
2580	0.2820173422
2581	0.2819958256
2582	0.2819789376
2583	0.2819653249
2584	0.2819102025
2585	0.2819009761
2586	0.2818739361
2587	0.2818645633
2588	0.2818370843
2589	0.2818209126
2590	0.2818040383
2591	0.2817784406
2592	0.2817346676
2593	0.2817162514
2594	0.2816944698
2595	0.2816741389
2596	0.2816382898
2597	0.2816169622
2598	0.2815977877
2599	0.2815703433
2600	0.2815463105
2601	0.2815325921
2602	0.2815118135
2603	0.2814785234
2604	0.2814664125
2605	0.2814455805
2606	0.2814292288
2607	0.2813844808
2608	0.2813491158
2609	0.2813318134
2610	0.281308354
2611	0.2812741187
2612	0.2812381944
2613	0.2812224852
2614	0.2812004108
2615	0.2811694359
2616	0.2811488972
2617	0.2811276173
2618	0.2811039468
2619	0.2810777276
2620	0.2810691409
2621	0.2810522821
2622	0.2810250997
2623	0.2810078016
2624	0.2809773635
2625	0.2809600624
2626	0.2809428937
2627	0.2808985051
2628	0.2808861143
2629	0.2808581148
2630	0.2808430276
2631	0.2808196852
2632	0.2808056521
2633	0.2807929538
2634	0.2807708335
2635	0.2807262598
2636	0.2807012925
2637	0.2806788249
2638	0.2806590762
2639	0.2806336778
2640	0.2806218463
2641	0.2806032234
2642	0.2805858993
2643	0.2805675049
2644	0.2805422926
2645	0.2805158871
2646	0.2804931738
2647	0.2804590578
2648	0.2804339451
2649	0.280412842
2650	0.280402922
2651	0.2803814274
2652	0.2803541679
2653	0.2803370837
2654	0.280313614
2655	0.2802981813
2656	0.2802838667
2657	0.2802358704
2658	0.2802195698
2659	0.2801897395
2660	0.2801640674
2661	0.2801341095
2662	0.280115868
2663	0.2800994021
2664	0.2800810974
2665	0.2800571073
2666	0.2800442898
2667	0.2800351358
2668	0.2800161574
2669	0.2799933913
2670	0.2799771496
2671	0.2799554519
2672	0.2798989715
2673	0.2798838205
2674	0.279862079
2675	0.2798448429
2676	0.2798214295
2677	0.279801669
2678	0.279785672
2679	0.2797572943
2680	0.2797392597
2681	0.2797282799
2682	0.2797148137
2683	0.2796901461
2684	0.279676873
2685	0.2796497276
2686	0.2796312716
2687	0.2796214336
2688	0.2796049873
2689	0.2795892351
2690	0.2795797248
2691	0.2795628982
2692	0.2795392172
2693	0.279493203
2694	0.2794765419
2695	0.2794440828
2696	0.2794295902
2697	0.2794033846
2698	0.2793705998
2699	0.279352406
2700	0.2793401907
2701	0.2793205183
2702	0.2792947785
2703	0.2792739066
2704	0.2792572812
2705	0.2792353689
2706	0.2792172517
2707	0.2792014044
2708	0.2791814902
2709	0.2791655919
2710	0.2791550781
2711	0.2791380671
2712	0.2791191742
2713	0.2790941853
2714	0.279072309
2715	0.2790500768
2716	0.2790389722
2717	0.2790234568
2718	0.2790170305
2719	0.2789865951
2720	0.2789713579
2721	0.27895469
2722	0.278946429
2723	0.2789273154
2724	0.2789026882
2725	0.2788850262
2726	0.2788615321
2727	0.2788495887
2728	0.2788217026
2729	0.2788114081
2730	0.2787843863
2731	0.2787682208
2732	0.2787454874
2733	0.278715426
2734	0.2787013114
2735	0.2786804195
2736	0.2786654224
2737	0.2786401604
2738	0.2786158626
2739	0.2786071878
2740	0.2785923214
2741	0.2785628308
2742	0.2785566876
2743	0.2785419408
2744	0.2785088465
2745	0.2784979407
2746	0.2784830806
2747	0.2784660653
2748	0.2784426215
2749	0.2784275014
2750	0.2784096746
2751	0.278396218
2752	0.2783658372
2753	0.27834263
2754	0.2783196168
2755	0.2783051147
2756	0.278286741
2757	0.2782679373
2758	0.2782552334
2759	0.2782214924
2760	0.2781950259
2761	0.2781819143
2762	0.2781720128
2763	0.2781552112
2764	0.2781496105
2765	0.278116543
2766	0.2780895272
2767	0.2780672164
2768	0.2780561952
2769	0.2780499672
2770	0.2780342862
2771	0.2780069682
2772	0.2779867967
2773	0.2779808737
2774	0.2779602589
2775	0.2779436775
2776	0.2779068566
2777	0.2778835988
2778	0.2778678104
2779	0.2778306236
2780	0.2778058255
2781	0.2777862776
2782	0.2777652924
2783	0.2777504054
2784	0.2777377024
2785	0.2777183951
2786	0.2776946059
2787	0.2776707165
2788	0.2776546213
2789	0.2776438415
2790	0.2776329508
2791	0.2776158833
2792	0.2775920485
2793	0.2775774101
2794	0.277530518
2795	0.2775060616
2796	0.2774889004
2797	0.2774644895
2798	0.2774534812
2799	0.2774385775
2800	0.2774140885
2801	0.2773874958
2802	0.2773650548
2803	0.2773460903
2804	0.2773309842
2805	0.2773026871
2806	0.277281567
2807	0.2772647115
2808	0.2772457524
2809	0.277230481
2810	0.2772188239
2811	0.2771891996
2812	0.2771760773
2813	0.2771642088
2814	0.2771475061
2815	0.2771218228
2816	0.2771153893
2817	0.2770851633
2818	0.2770772772
2819	0.27706757
2820	0.2770448077
2821	0.2770257106
2822	0.2770110792
2823	0.2769772481
2824	0.2769523244
2825	0.2769377384
2826	0.2769161226
2827	0.276902975
2828	0.276897546
2829	0.2768821568
2830	0.2768572492
2831	0.2768313665
2832	0.2768124886
2833	0.2767968484
2834	0.2767820572
2835	0.2767539504
2836	0.2767383685
2837	0.2767306572
2838	0.2767138298
2839	0.2767075469
2840	0.2766883896
2841	0.2766654236
2842	0.2766581539
2843	0.27664025
2844	0.2766166639
2845	0.2765853358
2846	0.2765725423
2847	0.2765587621
2848	0.276549049
2849	0.2765314215
2850	0.2764954605
2851	0.2764690384
2852	0.2764445745
2853	0.2764284942
2854	0.2764017328
2855	0.2763889061
2856	0.2763726375
2857	0.2763443534
2858	0.2763350152
2859	0.2762851237
2860	0.276263136
2861	0.2762422079
2862	0.276234199
2863	0.2762074434
2864	0.2761905223
2865	0.2761625281
2866	0.2761373457
2867	0.2761076547
2868	0.2760820598
2869	0.2760656744
2870	0.2760199704
2871	0.2759930705
2872	0.2759722207
2873	0.2759605352
2874	0.2759411654
2875	0.2759324559
2876	0.2759013714
2877	0.2758818738
2878	0.2758548122
2879	0.2758293051
2880	0.275816081
2881	0.2757915345
2882	0.2757764791
2883	0.2757407658
2884	0.2757253739
2885	0.2757061236
2886	0.2756872675
2887	0.2756614234
2888	0.2756437392
2889	0.2756376546
2890	0.2756298013
2891	0.2756226898
2892	0.2756091218
2893	0.2755753537
2894	0.2755511073
2895	0.2755362244
2896	0.2755164783
2897	0.2755009873
2898	0.2754740862
2899	0.2754470711
2900	0.2754227145
2901	0.2754085673
2902	0.275391362
2903	0.2753832665
2904	0.2753743041
2905	0.2753595479
2906	0.2753350968
2907	0.2753140238
2908	0.2752929244
2909	0.2752622135
2910	0.2752385836
2911	0.275224043
2912	0.2752001745
2913	0.2751697381
2914	0.2751636059
2915	0.2751485657
2916	0.2751320008
2917	0.275107988
2918	0.2750801811
2919	0.2750607368
2920	0.2750438196
2921	0.2750218938
2922	0.275006536
2923	0.2749845825
