iter	RMSE
283	0.3898164035
284	0.389686486
285	0.3895475294
286	0.3893257542
287	0.3890921654
288	0.3888813685
289	0.3886829113
290	0.3885385774
291	0.3883400328
292	0.3881298286
293	0.3879611615
294	0.387814467
295	0.3876383461
296	0.3874725091
297	0.3873211057
298	0.3871958623
299	0.387059922
300	0.3868586976
301	0.3867079177
302	0.3865475902
303	0.3863698331
304	0.386192771
305	0.3859860606
306	0.3858220579
307	0.3856064854
308	0.3854814985
309	0.3853020641
310	0.3850794018
311	0.384946274
312	0.3848233227
313	0.3846422518
314	0.3844422803
315	0.3843175889
316	0.3842210894
317	0.3840845044
318	0.3839282134
319	0.3837509663
320	0.3835909847
321	0.3833323817
322	0.3831365666
323	0.3829633682
324	0.3828040192
325	0.3826311513
326	0.382370972
327	0.3822432328
328	0.3821012482
329	0.3819433959
330	0.3817644058
331	0.3816336052
332	0.3814918584
333	0.381276341
334	0.3811068411
335	0.3809912045
336	0.380793165
337	0.3806340538
338	0.3804877775
339	0.3803131936
340	0.3801464925
341	0.3800185796
342	0.3798625182
343	0.379734743
344	0.3795850309
345	0.3794677988
346	0.3793107378
347	0.3791510045
348	0.3790053251
349	0.3788830551
350	0.3787491714
351	0.378578558
352	0.3784438099
353	0.3783035171
354	0.378164254
355	0.3780361393
356	0.3778595566
357	0.3777509575
358	0.377609306
359	0.3774879745
360	0.3773341549
361	0.3771828031
362	0.3770731232
363	0.3769254469
364	0.3768006203
365	0.3766983401
366	0.3765528706
367	0.3764007519
368	0.3762239271
369	0.376049376
370	0.3758374677
371	0.3757138401
372	0.3755578416
373	0.3754552774
374	0.3753443298
375	0.3752004977
376	0.3750741517
377	0.3749381624
378	0.3747870981
379	0.3746452541
380	0.3745390906
381	0.3743756096
382	0.3742254114
383	0.3740772124
384	0.3739648715
385	0.3738061185
386	0.3736887336
387	0.3735767869
388	0.3734411103
389	0.3733306233
390	0.37317129
391	0.3730561725
392	0.3729107997
393	0.3727919991
394	0.3726326732
395	0.3725109836
396	0.3723586235
397	0.3722384927
398	0.372132119
399	0.3720338515
400	0.3719314887
401	0.3718024732
402	0.371717563
403	0.3716285056
404	0.3715470053
405	0.3714402684
406	0.3713381458
407	0.3712057835
408	0.3711087772
409	0.3710110288
410	0.370900976
411	0.3708199961
412	0.3706859406
413	0.3705517446
414	0.3704383346
415	0.3702593068
416	0.3701315504
417	0.370017422
418	0.3699180767
419	0.3697975403
420	0.3696698457
421	0.369542273
422	0.36942178
423	0.3692787797
424	0.3691684321
425	0.3690841351
426	0.3689677979
427	0.3688570615
428	0.3687508216
429	0.3686548338
430	0.3685454833
431	0.3684402269
432	0.3683214095
433	0.3681870553
434	0.3680757692
435	0.3679988178
436	0.3678756139
437	0.3677941533
438	0.3676810794
439	0.3676037115
440	0.367477852
441	0.3673686337
442	0.3672330398
443	0.3671458286
444	0.3670411739
445	0.3669545116
446	0.3668442269
447	0.3667483163
448	0.3666463373
449	0.3665355506
450	0.3664089148
451	0.3662853809
452	0.3661690109
453	0.366060948
454	0.3659493506
455	0.3658591687
456	0.3657272841
457	0.3655801532
458	0.3654927901
459	0.3654063391
460	0.3652739924
461	0.3651551343
462	0.3650604608
463	0.3649737018
464	0.3649000946
465	0.3648275378
466	0.3647164229
467	0.3646106034
468	0.3644959807
469	0.3644213042
470	0.3643192914
471	0.3642191968
472	0.3641119969
473	0.3639992214
474	0.3638666627
475	0.3637536424
476	0.3636529422
477	0.363529672
478	0.3634287784
479	0.3632943038
480	0.3631998397
481	0.3630996806
482	0.3630501447
483	0.3629591673
484	0.3629150789
485	0.3628414111
486	0.3627454759
487	0.3626581443
488	0.3625698139
489	0.3624466644
490	0.3623517348
491	0.3622575707
492	0.3621897176
493	0.3620887518
494	0.3619917508
495	0.3618901458
496	0.3617697991
497	0.3616656623
498	0.3615648896
499	0.3614833648
500	0.3613990296
501	0.3613253546
502	0.3612313005
503	0.3611355605
504	0.3610254622
505	0.360952372
506	0.3608961562
507	0.3608221518
508	0.360712487
509	0.3606375186
510	0.3605337922
511	0.3604564223
512	0.3603468922
513	0.3602292474
514	0.3601371976
515	0.3600573378
516	0.3599765511
517	0.3598798711
518	0.3597906312
519	0.3597237152
520	0.3596448631
521	0.3595458564
522	0.3594838638
523	0.3594002545
524	0.3593260748
525	0.3592414609
526	0.3591213467
527	0.3590275127
528	0.3589169957
529	0.3588400562
530	0.3587425568
531	0.358697304
532	0.3586175417
533	0.3585474214
534	0.358479912
535	0.3583927585
536	0.3583158206
537	0.3582252395
538	0.3581147604
539	0.3579936587
540	0.3578887661
541	0.3577967049
542	0.357681557
543	0.3575938657
544	0.3575131326
545	0.3574268115
546	0.3573416144
547	0.3572588014
548	0.3571940642
549	0.3570709128
550	0.3569984453
551	0.3569521883
552	0.3568621016
553	0.3567641955
554	0.3566928125
555	0.3565495065
556	0.356479362
557	0.3563961382
558	0.3563187692
559	0.3562427805
560	0.3561508107
561	0.3560159808
562	0.355901023
563	0.3557672483
564	0.3556660121
565	0.3555798945
566	0.355521621
567	0.355437636
568	0.3553494293
569	0.3552678024
570	0.3551628533
571	0.3550658227
572	0.3549794059
573	0.354855774
574	0.3547678071
575	0.3546774732
576	0.354608458
577	0.3545349679
578	0.3544705988
579	0.3543687997
580	0.3542899103
581	0.3542074618
582	0.3541232613
583	0.3540342458
584	0.3539915304
585	0.3538407721
586	0.3537792637
587	0.3536974286
588	0.3536237492
589	0.3535423988
590	0.3534423578
591	0.3533812431
592	0.3533252891
593	0.3532418241
594	0.3531302879
595	0.3530665896
596	0.3529884715
597	0.352862094
598	0.3528161063
599	0.3527421462
600	0.3526945964
601	0.3525858842
602	0.3524974282
603	0.3524123162
604	0.3523162116
605	0.3522357399
606	0.3521517456
607	0.3520781688
608	0.3519727141
609	0.3518918539
610	0.351822893
611	0.3517788819
612	0.3517081929
613	0.3516301027
614	0.3515652598
615	0.3514905516
616	0.3514183108
617	0.3513566888
618	0.3512943185
619	0.3512143503
620	0.3511398393
621	0.3510838582
622	0.3510087368
623	0.3509437208
624	0.3508758171
625	0.3508007095
626	0.3507276657
627	0.3506551122
628	0.3505698057
629	0.3504966554
630	0.3504220501
631	0.3503576064
632	0.3502823292
633	0.3502095277
634	0.3501604074
635	0.3500420658
636	0.3499777079
637	0.3499205083
638	0.3498439483
639	0.3497837447
640	0.3497138612
641	0.3496381919
642	0.3495606729
643	0.3494807957
644	0.349408998
645	0.3493368732
646	0.3492639917
647	0.3491395858
648	0.3490845535
649	0.3490367007
650	0.3489709071
651	0.348884368
652	0.3488027723
653	0.3487321839
654	0.3486681122
655	0.3486024642
656	0.3485458996
657	0.3484713658
658	0.3484062873
659	0.348319882
660	0.3482372729
661	0.3481257001
662	0.3480590879
663	0.3480053344
664	0.3479200053
665	0.3478663087
666	0.3477954322
667	0.347677423
668	0.3476020361
669	0.3475358728
670	0.3474630649
671	0.3474084343
672	0.3473164611
673	0.3472346147
674	0.3471764722
675	0.3471130169
676	0.3470015737
677	0.3468828227
678	0.3468207094
679	0.3467396111
680	0.3466705693
681	0.346629228
682	0.3465767085
683	0.3464984456
684	0.3464344134
685	0.3463336381
686	0.346273533
687	0.3462022911
688	0.3461173841
689	0.3460631912
690	0.3459773436
691	0.3458838861
692	0.345822855
693	0.3457506329
694	0.3457030089
695	0.3456634849
696	0.3456082936
697	0.3455470955
698	0.3454539163
699	0.3453770768
700	0.345305176
701	0.3452467086
702	0.3451807851
703	0.3451297243
704	0.3450661495
705	0.3450060804
706	0.344947839
707	0.3448436835
708	0.3447639593
709	0.3447217763
710	0.3446633484
711	0.3445854621
712	0.3444989692
713	0.3444341497
714	0.3443813944
715	0.3443192852
716	0.3442606107
717	0.3442025601
718	0.3441299385
719	0.3440617997
720	0.3439982653
721	0.343937534
722	0.3438790918
723	0.3437973591
724	0.3437393294
725	0.3436916251
726	0.3436137368
727	0.3435442056
728	0.3434943108
729	0.3434349197
730	0.3433629696
731	0.3433085404
732	0.3432612132
733	0.3431794923
734	0.3431354455
735	0.3430784962
736	0.3430163499
737	0.3429577706
738	0.342885959
739	0.3428209737
740	0.3426990433
741	0.3426347388
742	0.3425813482
743	0.3425388566
744	0.3424993059
745	0.3424098768
746	0.3423428694
747	0.3422862065
748	0.3422341361
749	0.3421866403
750	0.3421204261
751	0.3420625504
752	0.3420235027
753	0.3419637964
754	0.3419085861
755	0.3418657317
756	0.3417922944
757	0.3417088855
758	0.3416457118
759	0.3415865781
760	0.3415171932
761	0.3414618109
762	0.3414210171
763	0.3413552136
764	0.3413140076
765	0.3412546366
766	0.3411391812
767	0.341064628
768	0.3410287047
769	0.3409854198
770	0.3409360703
771	0.3408863937
772	0.3408174064
773	0.3407565283
774	0.340693258
775	0.3406283147
776	0.3405842783
777	0.3405330689
778	0.340427803
779	0.340357621
780	0.3402936955
781	0.340228716
782	0.3401853294
783	0.3401317146
784	0.3400726384
785	0.3400271265
786	0.3399534324
787	0.3398909354
788	0.3398237723
789	0.3397704617
790	0.3397282607
791	0.3396826023
792	0.3396195134
793	0.3395665321
794	0.3395254503
795	0.3394631958
796	0.3394243311
797	0.3393440369
798	0.3392296597
799	0.3391760748
800	0.3391181791
801	0.3390580818
802	0.3390282403
803	0.3389858061
804	0.3389198114
805	0.3388651112
806	0.3387986503
807	0.3387360207
808	0.3386887188
809	0.3386481345
810	0.3385983639
811	0.338546854
812	0.3384972497
813	0.3384359946
814	0.3383746679
815	0.3383298949
816	0.3382866677
817	0.3382376098
818	0.3381800374
819	0.3381277782
820	0.3380821456
821	0.3380049616
822	0.3379525745
823	0.3378865596
824	0.337829896
825	0.3377866755
826	0.3376982294
827	0.3376629676
828	0.3376003292
829	0.3375537871
830	0.3375043096
831	0.3374762297
832	0.3374128091
833	0.3373747287
834	0.3373247196
835	0.337249121
836	0.3372058362
837	0.3371672775
838	0.3371236586
839	0.3370867895
840	0.3370331471
841	0.3369747113
842	0.336916407
843	0.3368577788
844	0.3368030878
845	0.3367426381
846	0.3367047958
847	0.3366578059
848	0.3366120754
849	0.3365503353
850	0.3365040229
851	0.3364532866
852	0.3364119767
853	0.3363515478
854	0.3362875197
855	0.3362310226
856	0.3361901518
857	0.3361272694
858	0.3360779064
859	0.3360054564
860	0.335974877
861	0.3359265369
862	0.335877459
863	0.3358303838
864	0.3357873527
865	0.3357388941
866	0.3356942366
867	0.3356441092
868	0.3355771425
869	0.335504249
870	0.3354447339
871	0.3353836429
872	0.3353440208
873	0.3353086436
874	0.3352639796
875	0.335179414
876	0.3351220892
877	0.3350772477
878	0.3350302738
879	0.3349742362
880	0.3349184438
881	0.3348591706
882	0.3348145078
883	0.3347796856
884	0.3347227099
885	0.3346696766
886	0.3346365405
887	0.3345649603
888	0.3345189946
889	0.3344688948
890	0.3344130996
891	0.3343623417
892	0.3343210997
893	0.3342732547
894	0.3342395183
895	0.3341778908
896	0.3341243221
897	0.3340748673
898	0.3340216495
899	0.3339666063
900	0.3339406687
901	0.3338936778
902	0.3338479566
903	0.3337704164
904	0.3337249541
905	0.3336792405
906	0.3336371682
907	0.3335915958
908	0.3335106332
909	0.3334606886
910	0.3334090598
911	0.3333579957
912	0.3333329822
913	0.3332931061
914	0.3332512101
915	0.3331980756
916	0.3331643737
917	0.3331122896
918	0.333063186
919	0.3329965089
920	0.3329534084
921	0.3329084899
922	0.3328750454
923	0.3327994603
924	0.3327038687
925	0.3326379395
926	0.3325989537
927	0.3325553096
928	0.3325001775
929	0.3324445338
930	0.3323917729
931	0.3323676611
932	0.3323144981
933	0.3322837637
934	0.3322335835
935	0.3321818871
936	0.3321189437
937	0.3320708635
938	0.3320223964
939	0.3319830611
940	0.3319369946
941	0.3318958929
942	0.3318481707
943	0.3318011403
944	0.331753199
945	0.3317167708
946	0.3316934013
947	0.3316560724
948	0.3316020655
949	0.3315571284
950	0.3315079076
951	0.3314355488
952	0.3313924202
953	0.3313386789
954	0.3312881394
955	0.331238539
956	0.3311839287
957	0.3311521424
958	0.3311111285
959	0.3310663308
960	0.3310395686
961	0.3310074904
962	0.3309652123
963	0.3309353209
964	0.3308885316
965	0.3308306797
966	0.3307959637
967	0.3307258198
968	0.3306900723
969	0.3306399697
970	0.3305899627
971	0.3305488172
972	0.3304946397
973	0.33046223
974	0.3303888168
975	0.3303434567
976	0.330303519
977	0.3302639067
978	0.3302167436
979	0.3301720516
980	0.3301262487
981	0.3300949491
982	0.3300440952
983	0.3299977064
984	0.3299559291
985	0.3298998046
986	0.3298586558
987	0.3298138119
988	0.3297794436
989	0.3297457851
990	0.329709983
991	0.3296802363
992	0.3296222861
993	0.3295610467
994	0.329521128
995	0.329488488
996	0.3294276998
997	0.3293918114
998	0.3293328581
999	0.3292705607
1000	0.3292330917
1001	0.3291876966
1002	0.3291240667
1003	0.3290801897
1004	0.3290521368
1005	0.3289790928
1006	0.3289263149
1007	0.3288934398
1008	0.3288332568
1009	0.3288023733
1010	0.3287616366
1011	0.3286872731
1012	0.3286577865
1013	0.328636108
1014	0.3285839909
1015	0.3285417226
1016	0.3285011404
1017	0.3284424217
1018	0.3284113976
1019	0.3283795297
1020	0.3283219002
1021	0.3282815608
1022	0.328247811
1023	0.3282088231
1024	0.328159796
1025	0.3281137745
1026	0.3280847039
1027	0.3280302233
1028	0.3279854828
1029	0.3279402997
1030	0.327904342
1031	0.327870595
1032	0.3278278084
1033	0.3277594007
1034	0.3277321293
1035	0.3276957015
1036	0.3276551497
1037	0.3276095256
1038	0.3275721892
1039	0.3275190805
1040	0.3274868239
1041	0.3274488905
1042	0.3273888586
1043	0.3273449989
1044	0.3272904681
1045	0.3272319488
1046	0.3271866511
1047	0.3271454528
1048	0.3271107208
1049	0.3270591006
1050	0.3270179591
1051	0.3269587863
1052	0.3269134717
1053	0.3268859942
1054	0.3268493156
1055	0.3268237519
1056	0.3267755497
1057	0.3267283734
1058	0.3266827137
1059	0.3266338646
1060	0.3265782861
1061	0.3265267488
1062	0.3264868244
1063	0.3264563768
1064	0.3264121516
1065	0.3263539867
1066	0.3262999693
1067	0.3262667041
1068	0.3262334042
1069	0.3261906641
1070	0.3261498312
1071	0.3261052195
1072	0.3260734921
1073	0.3260328745
1074	0.3259877762
1075	0.3259477127
1076	0.3259204884
1077	0.3258644953
1078	0.325813138
1079	0.325761668
1080	0.3256864626
1081	0.3256288485
1082	0.3255963313
1083	0.3255643659
1084	0.3255363452
1085	0.3254980379
1086	0.3254679062
1087	0.3254151978
1088	0.325365886
1089	0.32532058
1090	0.3252784431
1091	0.3252466561
1092	0.3252102538
1093	0.3251761853
1094	0.325152786
1095	0.3251112145
1096	0.3250791909
1097	0.3250278774
1098	0.3249768389
1099	0.3249549778
1100	0.3249256456
1101	0.324897916
1102	0.3248468676
1103	0.3248224581
1104	0.3247808759
1105	0.3247279195
1106	0.3246544381
1107	0.324580478
1108	0.3245327095
1109	0.3245073519
1110	0.3244638802
1111	0.3244162311
1112	0.3243838657
1113	0.3243501517
1114	0.3242919849
1115	0.3242434274
1116	0.3242080796
1117	0.3241822866
1118	0.3241402331
1119	0.3241093862
1120	0.3240849211
1121	0.324054921
1122	0.324004066
1123	0.3239267687
1124	0.3238897024
1125	0.3238600737
1126	0.3238113883
1127	0.3237730664
1128	0.3237155435
1129	0.323688795
1130	0.3236486786
1131	0.3235809886
1132	0.3235471384
1133	0.3234964986
1134	0.3234518792
1135	0.3233815549
1136	0.3233327131
1137	0.3233020423
1138	0.3232530724
1139	0.3232311159
1140	0.3231988743
1141	0.3231519776
1142	0.3231161622
1143	0.3230771776
1144	0.3230214831
1145	0.3229905926
1146	0.3229545378
1147	0.3228750466
1148	0.3228293382
1149	0.322791016
1150	0.3227400568
1151	0.3226985865
1152	0.3226649606
1153	0.3226111603
1154	0.3225811606
1155	0.3225476175
1156	0.3224766415
1157	0.3224292485
1158	0.3223650671
1159	0.3223104764
1160	0.3222749378
1161	0.3222383797
1162	0.3221935861
1163	0.3221435695
1164	0.3220957571
1165	0.3220687047
1166	0.3220450055
1167	0.3219800487
1168	0.3219441877
1169	0.3219002322
1170	0.3218661628
1171	0.3218182244
1172	0.3217882037
1173	0.321742913
1174	0.3217176005
1175	0.3216828547
1176	0.3216502672
1177	0.3215824535
1178	0.321549983
1179	0.3215033865
1180	0.3214628701
1181	0.3214311087
1182	0.3214058564
1183	0.3213617954
1184	0.3212976873
1185	0.3212689124
1186	0.3212058363
1187	0.3211650914
1188	0.3211256575
1189	0.3210953916
1190	0.3210639018
1191	0.3210209088
1192	0.3209926614
1193	0.3209668223
1194	0.3209324308
1195	0.3208904294
1196	0.3208283309
1197	0.3207850194
1198	0.3207545194
1199	0.32069924
1200	0.3206682215
1201	0.320599796
1202	0.3205649185
1203	0.3205236666
1204	0.3204893019
1205	0.3204609651
1206	0.3203967618
1207	0.3203665121
1208	0.3203142626
1209	0.3202689019
1210	0.3202362131
1211	0.3201926939
1212	0.3201590496
1213	0.3201078206
1214	0.3200694813
1215	0.3200460708
1216	0.3199773524
1217	0.3199374419
1218	0.3198988691
1219	0.3198526182
1220	0.3198199721
1221	0.3197751702
1222	0.3197516955
1223	0.3197193697
1224	0.3196836496
1225	0.3196541429
1226	0.3196158772
1227	0.3195991212
1228	0.3195411242
1229	0.3195038372
1230	0.3194591404
1231	0.3194210008
1232	0.3193864534
1233	0.3193519237
1234	0.3193207103
1235	0.3192641897
1236	0.3192207621
1237	0.3191806502
1238	0.3191225238
1239	0.3191014581
1240	0.3190690557
1241	0.3190258367
1242	0.318971647
1243	0.3189363563
1244	0.3189074218
1245	0.3188820445
1246	0.3188216611
1247	0.3187852523
1248	0.318755994
1249	0.3187015659
1250	0.318669401
1251	0.3186233461
1252	0.3186044836
1253	0.3185687241
1254	0.3185275348
1255	0.3184775847
1256	0.3184532543
1257	0.3184285152
1258	0.3183770934
1259	0.3183336091
1260	0.3182913291
1261	0.3182536707
1262	0.3182266773
1263	0.318193543
1264	0.3181363185
1265	0.3180615715
1266	0.3180343046
1267	0.3179917703
1268	0.3179482119
1269	0.317925074
1270	0.3178863964
1271	0.3178276472
1272	0.3178034065
1273	0.3177647463
1274	0.3177323256
1275	0.3176975624
1276	0.3176530193
1277	0.3175937546
1278	0.3175482522
1279	0.3175087772
1280	0.3174619633
1281	0.3174394343
1282	0.3174035651
1283	0.3173723105
1284	0.3173368204
1285	0.3172997685
1286	0.3172590484
1287	0.3172208377
1288	0.3171882754
1289	0.3171560644
1290	0.3171141541
1291	0.3170818819
1292	0.3170513374
1293	0.3170109833
1294	0.3169628806
1295	0.3169251181
1296	0.3169024327
1297	0.3168767442
1298	0.3168277389
1299	0.3168023349
1300	0.3167594308
1301	0.3167266165
1302	0.3166793426
1303	0.3166535822
1304	0.316582986
1305	0.3165471167
1306	0.3165139143
1307	0.3164675134
1308	0.3164323096
1309	0.3164017994
1310	0.3163617718
1311	0.3163238299
1312	0.3162915309
1313	0.3162570405
1314	0.316217663
1315	0.3161748089
1316	0.3161329087
1317	0.316103599
1318	0.316058691
1319	0.3160189112
1320	0.3159818882
1321	0.3159549489
1322	0.3159235833
1323	0.3159031784
1324	0.315835782
1325	0.3157960173
1326	0.3157576079
1327	0.315721688
1328	0.3156952232
1329	0.3156584862
1330	0.3155756449
1331	0.315544609
1332	0.3155143154
1333	0.3154911288
1334	0.3154640827
1335	0.3154157549
1336	0.3153848113
1337	0.3153620583
1338	0.3153235312
1339	0.3153046875
1340	0.3152625851
1341	0.3152308479
1342	0.3151725771
1343	0.3151393597
1344	0.3150989878
1345	0.3150800874
1346	0.3150484184
1347	0.3150282705
1348	0.3149888693
1349	0.3149594423
1350	0.3149373188
1351	0.3149022688
1352	0.3148558577
1353	0.3148347664
1354	0.3148056282
1355	0.3147670871
1356	0.3147316282
1357	0.3146666459
1358	0.3146436459
1359	0.3146144575
1360	0.3145649372
1361	0.3145188557
1362	0.3144808106
1363	0.3144523009
1364	0.3144087941
1365	0.3143834766
1366	0.3143542532
1367	0.3143270768
1368	0.3142676296
1369	0.3142308885
1370	0.3142026273
1371	0.3141806784
1372	0.3141642944
1373	0.3141306556
1374	0.3140958737
1375	0.3140425701
1376	0.314012186
1377	0.3139713217
1378	0.3139347305
1379	0.3138882198
1380	0.3138200105
1381	0.3137926358
1382	0.3137562301
1383	0.3137318487
1384	0.313709606
1385	0.3136735494
1386	0.3136343366
1387	0.3136079674
1388	0.3135806502
1389	0.313547101
1390	0.3135065568
1391	0.3134790894
1392	0.313452283
1393	0.3134131621
1394	0.3133774304
1395	0.3133548036
1396	0.3133011454
1397	0.3132741279
1398	0.3132327865
1399	0.3131752324
1400	0.3131464623
1401	0.3131210101
1402	0.3130727235
1403	0.3130474612
1404	0.3130149875
1405	0.3129917464
1406	0.3129624584
1407	0.3129306621
1408	0.3129044079
1409	0.312876223
1410	0.3128414215
1411	0.3128050032
1412	0.312759251
1413	0.312729418
1414	0.312701588
1415	0.3126686968
1416	0.3126512522
1417	0.3126068515
1418	0.3125755099
1419	0.3125530977
1420	0.3125135152
1421	0.312478717
1422	0.3124493918
1423	0.3124109637
1424	0.3123860408
1425	0.3123605047
1426	0.3123273593
1427	0.3122988386
1428	0.3122631539
1429	0.3122196806
1430	0.3122002784
1431	0.3121645716
1432	0.3121419115
1433	0.3121164319
1434	0.3120920643
1435	0.3120662311
1436	0.3120115211
1437	0.311964975
1438	0.3119347054
1439	0.3119016131
1440	0.3118461417
1441	0.3118158933
1442	0.3117983902
1443	0.3117547208
1444	0.3117288706
1445	0.3116997702
1446	0.3116697373
1447	0.3116348229
1448	0.3116036679
1449	0.3115755842
1450	0.3115295967
1451	0.3114947651
1452	0.3114536253
1453	0.3114251778
1454	0.3113957205
1455	0.3113641803
1456	0.3113445824
1457	0.3113078795
1458	0.3112706357
1459	0.3112383709
1460	0.3111993661
1461	0.3111477356
1462	0.3111181863
1463	0.3110628383
1464	0.3110379608
1465	0.311000849
1466	0.310982445
1467	0.3109513671
1468	0.3109264259
1469	0.3108932043
1470	0.3108518753
1471	0.3107910724
1472	0.31075471
1473	0.3107298298
1474	0.3107058472
1475	0.3106756305
1476	0.3106397704
1477	0.3106042683
1478	0.3105781577
1479	0.3105252273
1480	0.3104892839
1481	0.3104598257
1482	0.3104430696
1483	0.3104083577
1484	0.310384515
1485	0.3103616041
1486	0.3103279157
1487	0.3102967833
1488	0.3102588577
1489	0.3102029498
1490	0.310163529
1491	0.3101356556
1492	0.3100687317
1493	0.3100482602
1494	0.3100247857
1495	0.3099805366
1496	0.3099508321
1497	0.3099268662
1498	0.3099037455
1499	0.3098841102
1500	0.3098529002
1501	0.3098083075
1502	0.3097883361
1503	0.3097534407
1504	0.3097261798
1505	0.3096977937
1506	0.3096738083
1507	0.3096453183
1508	0.3095963355
1509	0.3095514305
1510	0.3095254513
1511	0.309497157
