iter	Passed	Remaining
1655	19613	15917
1656	19617	15899
1657	19622	15882
1658	19626	15864
1659	19630	15846
1660	19634	15828
1661	19638	15810
1662	19643	15792
1663	19648	15775
1664	19652	15757
1665	19656	15739
1666	19661	15722
1667	19666	15704
1668	19670	15687
1669	19674	15669
1670	19679	15651
1671	19684	15634
1672	19688	15616
1673	19692	15598
1674	19697	15581
1675	19701	15563
1676	19706	15546
1677	19710	15528
1678	19715	15511
1679	19720	15494
1680	19724	15476
1681	19728	15459
1682	19733	15441
1683	19737	15424
1684	19741	15406
1685	19746	15389
1686	19750	15372
1687	19755	15354
1688	19760	15337
1689	19765	15321
1690	19769	15303
1691	19773	15286
1692	19778	15268
1693	19783	15251
1694	19787	15234
1695	19791	15217
1696	19796	15200
1697	19800	15182
1698	19804	15165
1699	19809	15148
1700	19814	15132
1701	19819	15115
1702	19823	15097
1703	19828	15080
1704	19832	15063
1705	19836	15045
1706	19841	15029
1707	19845	15012
1708	19849	14994
1709	19854	14977
1710	19858	14960
1711	19864	14944
1712	19868	14927
1713	19873	14910
1714	19877	14893
1715	19882	14876
1716	19886	14859
1717	19890	14842
1718	19895	14825
1719	19899	14809
1720	19903	14791
1721	19908	14775
1722	19912	14758
1723	19918	14742
1724	19922	14725
1725	19926	14708
1726	19930	14691
1727	19935	14674
1728	19940	14658
1729	19945	14641
1730	19949	14624
1731	19953	14608
1732	19958	14591
1733	19963	14575
1734	19968	14558
1735	19972	14542
1736	19976	14525
1737	19981	14509
1738	19985	14492
1739	19989	14475
1740	19994	14459
1741	19999	14442
1742	20003	14425
1743	20008	14409
1744	20013	14393
1745	20018	14377
1746	20022	14361
1747	20027	14344
1748	20031	14327
1749	20035	14310
1750	20040	14295
1751	20045	14279
1752	20049	14262
1753	20054	14245
1754	20059	14230
1755	20063	14213
1756	20068	14197
1757	20073	14181
1758	20078	14165
1759	20082	14149
1760	20086	14132
1761	20091	14116
1762	20095	14099
1763	20100	14083
1764	20104	14067
1765	20109	14051
1766	20114	14035
1767	20119	14019
1768	20123	14003
1769	20127	13986
1770	20131	13970
1771	20136	13954
1772	20141	13938
1773	20145	13922
1774	20149	13906
1775	20153	13889
1776	20159	13874
1777	20164	13858
1778	20168	13842
1779	20173	13826
1780	20178	13810
1781	20182	13794
1782	20186	13778
1783	20191	13762
1784	20195	13746
1785	20200	13730
1786	20204	13714
1787	20209	13699
1788	20215	13683
1789	20219	13668
1790	20225	13653
1791	20230	13637
1792	20235	13621
1793	20240	13606
1794	20245	13591
1795	20250	13575
1796	20255	13559
1797	20260	13544
1798	20265	13528
1799	20269	13513
1800	20274	13497
1801	20279	13481
1802	20283	13465
1803	20288	13450
1804	20293	13435
1805	20298	13419
1806	20302	13403
1807	20307	13388
1808	20311	13372
1809	20316	13357
1810	20320	13341
1811	20325	13325
1812	20329	13309
1813	20333	13294
1814	20338	13278
1815	20343	13263
1816	20347	13248
1817	20352	13232
1818	20357	13217
1819	20361	13201
1820	20366	13186
1821	20371	13170
1822	20375	13155
1823	20379	13139
1824	20384	13123
1825	20388	13108
1826	20392	13093
1827	20397	13077
1828	20402	13062
1829	20407	13047
1830	20411	13031
1831	20416	13016
1832	20420	13000
1833	20424	12985
1834	20429	12970
1835	20434	12955
1836	20439	12940
1837	20444	12924
1838	20448	12909
1839	20452	12894
1840	20457	12879
1841	20462	12863
1842	20466	12848
1843	20470	12833
1844	20476	12818
1845	20480	12802
1846	20484	12787
1847	20489	12772
1848	20493	12757
1849	20497	12741
1850	20502	12726
1851	20507	12712
1852	20512	12697
1853	20516	12681
1854	20521	12666
1855	20525	12651
1856	20529	12636
1857	20534	12621
1858	20539	12606
1859	20543	12591
1860	20547	12575
1861	20552	12560
1862	20556	12545
1863	20561	12531
1864	20565	12515
1865	20569	12500
1866	20574	12485
1867	20578	12470
1868	20582	12455
1869	20587	12440
1870	20592	12425
1871	20596	12410
1872	20601	12396
1873	20605	12381
1874	20611	12366
1875	20615	12351
1876	20619	12336
1877	20624	12321
1878	20628	12306
1879	20633	12292
1880	20637	12277
1881	20641	12262
1882	20645	12247
1883	20650	12232
1884	20654	12217
1885	20659	12202
1886	20663	12188
1887	20667	12173
1888	20672	12158
1889	20676	12143
1890	20680	12128
1891	20685	12113
1892	20690	12099
1893	20695	12085
1894	20699	12070
1895	20704	12055
1896	20709	12041
1897	20713	12026
1898	20718	12011
1899	20722	11997
1900	20726	11982
1901	20731	11967
1902	20736	11953
1903	20740	11938
1904	20744	11924
1905	20749	11909
1906	20755	11895
1907	20759	11881
1908	20763	11866
1909	20767	11851
1910	20772	11837
1911	20776	11822
1912	20780	11807
1913	20785	11793
1914	20789	11778
1915	20794	11764
1916	20799	11750
1917	20805	11736
1918	20809	11722
1919	20814	11708
1920	20818	11693
1921	20822	11678
1922	20827	11664
1923	20831	11650
1924	20836	11635
1925	20840	11621
1926	20844	11606
1927	20849	11592
1928	20854	11578
1929	20858	11564
1930	20862	11549
1931	20867	11535
1932	20871	11521
1933	20875	11506
1934	20880	11492
1935	20885	11478
1936	20889	11463
1937	20894	11449
1938	20899	11435
1939	20904	11421
1940	20908	11407
1941	20913	11393
1942	20917	11379
1943	20921	11364
1944	20925	11350
1945	20930	11336
1946	20935	11322
1947	20939	11308
1948	20943	11293
1949	20947	11279
1950	20953	11266
1951	20958	11252
1952	20962	11237
1953	20966	11223
1954	20971	11209
1955	20975	11195
1956	20979	11181
1957	20984	11167
1958	20988	11153
1959	20993	11139
1960	20997	11125
1961	21003	11111
1962	21007	11097
1963	21013	11084
1964	21017	11070
1965	21021	11056
1966	21025	11042
1967	21031	11028
1968	21035	11014
1969	21039	11000
1970	21044	10986
1971	21049	10973
1972	21054	10959
1973	21058	10945
1974	21062	10931
1975	21066	10917
1976	21071	10903
1977	21075	10889
1978	21079	10875
1979	21084	10861
1980	21089	10847
1981	21093	10834
1982	21098	10820
1983	21103	10806
1984	21107	10793
1985	21112	10779
1986	21116	10765
1987	21120	10751
1988	21124	10737
1989	21129	10724
1990	21134	10710
1991	21139	10696
1992	21143	10683
1993	21148	10669
1994	21153	10656
1995	21157	10642
1996	21161	10628
1997	21166	10614
1998	21170	10601
1999	21174	10587
2000	21178	10573
2001	21183	10560
2002	21188	10546
2003	21193	10533
2004	21198	10519
2005	21203	10506
2006	21207	10492
2007	21212	10479
2008	21217	10466
2009	21221	10452
2010	21226	10438
2011	21231	10425
2012	21235	10412
2013	21239	10398
2014	21244	10385
2015	21249	10371
2016	21253	10358
2017	21257	10344
2018	21262	10331
2019	21266	10317
2020	21270	10303
2021	21275	10290
2022	21280	10277
2023	21284	10263
2024	21288	10250
2025	21293	10236
2026	21298	10223
2027	21304	10210
2028	21308	10197
2029	21312	10183
2030	21317	10170
2031	21322	10157
2032	21326	10144
2033	21331	10130
2034	21335	10117
2035	21340	10104
2036	21344	10090
2037	21349	10077
2038	21353	10064
2039	21358	10050
2040	21362	10037
2041	21366	10024
2042	21371	10011
2043	21376	9997
2044	21380	9984
2045	21385	9971
2046	21389	9958
2047	21394	9944
2048	21400	9932
2049	21405	9919
2050	21409	9906
2051	21413	9892
2052	21418	9879
2053	21422	9866
2054	21427	9853
2055	21432	9840
2056	21437	9827
2057	21441	9814
2058	21446	9801
2059	21451	9788
2060	21455	9775
2061	21459	9762
2062	21464	9749
2063	21469	9735
2064	21473	9722
2065	21477	9709
2066	21482	9696
2067	21486	9683
2068	21491	9670
2069	21496	9657
2070	21501	9644
2071	21505	9631
2072	21509	9618
2073	21513	9605
2074	21518	9592
2075	21522	9579
2076	21527	9566
2077	21531	9553
2078	21535	9540
2079	21540	9527
2080	21545	9514
2081	21550	9501
2082	21554	9488
2083	21558	9475
2084	21563	9463
2085	21567	9450
2086	21571	9437
2087	21576	9424
2088	21580	9411
2089	21585	9398
2090	21590	9385
2091	21594	9372
2092	21599	9360
2093	21603	9347
2094	21608	9334
2095	21612	9321
2096	21616	9308
2097	21620	9295
2098	21626	9283
2099	21630	9270
2100	21635	9257
2101	21640	9245
2102	21644	9232
2103	21649	9219
2104	21653	9206
2105	21657	9193
2106	21662	9180
2107	21666	9168
2108	21670	9155
2109	21675	9142
2110	21679	9129
2111	21684	9117
2112	21688	9104
2113	21694	9092
2114	21698	9079
2115	21703	9067
2116	21707	9054
2117	21711	9041
2118	21716	9028
2119	21720	9016
2120	21725	9003
2121	21729	8990
2122	21733	8977
2123	21738	8965
2124	21743	8953
2125	21747	8940
2126	21752	8927
2127	21756	8915
2128	21760	8902
2129	21764	8889
2130	21769	8877
2131	21773	8864
2132	21778	8852
2133	21782	8839
2134	21787	8827
2135	21792	8814
2136	21796	8802
2137	21801	8789
2138	21805	8777
2139	21809	8764
2140	21813	8752
2141	21818	8739
2142	21823	8727
2143	21827	8714
2144	21832	8702
2145	21836	8689
2146	21841	8677
2147	21846	8665
2148	21850	8652
2149	21855	8640
2150	21859	8628
2151	21863	8615
2152	21868	8602
2153	21872	8590
2154	21877	8578
2155	21881	8565
2156	21885	8553
2157	21890	8541
2158	21895	8529
2159	21900	8516
2160	21904	8504
2161	21908	8491
2162	21913	8479
2163	21917	8467
2164	21922	8455
2165	21927	8442
2166	21931	8430
2167	21935	8418
2168	21940	8406
2169	21945	8393
2170	21949	8381
2171	21954	8369
2172	21959	8357
2173	21964	8345
2174	21968	8332
2175	21973	8320
2176	21977	8308
2177	21982	8296
2178	21987	8284
2179	21991	8272
2180	21996	8259
2181	22001	8247
2182	22005	8235
2183	22009	8223
2184	22013	8211
2185	22018	8198
2186	22023	8186
2187	22027	8174
2188	22031	8162
2189	22036	8150
2190	22041	8138
2191	22045	8126
2192	22050	8114
2193	22054	8102
2194	22059	8090
2195	22063	8077
2196	22067	8065
2197	22072	8053
2198	22076	8041
2199	22081	8029
2200	22086	8017
2201	22090	8005
2202	22095	7993
2203	22099	7981
2204	22104	7969
2205	22108	7957
2206	22112	7945
2207	22116	7933
2208	22121	7921
2209	22126	7909
2210	22130	7897
2211	22135	7885
2212	22139	7873
2213	22145	7861
2214	22149	7849
2215	22153	7837
2216	22158	7826
2217	22163	7814
2218	22167	7801
2219	22171	7790
2220	22176	7778
2221	22180	7766
2222	22185	7754
2223	22190	7742
2224	22195	7730
2225	22199	7719
2226	22204	7707
2227	22208	7695
2228	22212	7683
2229	22217	7671
2230	22221	7659
2231	22226	7647
2232	22230	7635
2233	22235	7623
2234	22239	7612
2235	22243	7600
2236	22248	7588
2237	22253	7576
2238	22258	7565
2239	22262	7553
2240	22267	7541
2241	22271	7529
2242	22276	7518
2243	22281	7506
2244	22285	7494
2245	22290	7483
2246	22295	7471
2247	22299	7459
2248	22303	7447
2249	22308	7436
2250	22312	7424
2251	22316	7412
2252	22321	7400
2253	22326	7389
2254	22330	7377
2255	22334	7365
2256	22339	7354
2257	22344	7342
2258	22348	7330
2259	22352	7318
2260	22357	7307
2261	22361	7295
2262	22365	7283
2263	22371	7272
2264	22375	7261
2265	22380	7249
2266	22384	7237
2267	22389	7226
2268	22394	7214
2269	22398	7203
2270	22403	7191
2271	22407	7179
2272	22411	7168
2273	22416	7156
2274	22421	7145
2275	22425	7133
2276	22430	7122
2277	22434	7110
2278	22439	7099
2279	22443	7087
2280	22448	7075
2281	22452	7064
2282	22457	7052
2283	22461	7041
2284	22465	7029
2285	22469	7018
2286	22474	7006
2287	22478	6995
2288	22484	6983
2289	22489	6972
2290	22494	6961
2291	22499	6950
2292	22503	6938
2293	22507	6926
2294	22511	6915
2295	22516	6904
2296	22521	6892
2297	22525	6881
2298	22529	6869
2299	22534	6858
2300	22539	6847
2301	22543	6835
2302	22548	6824
2303	22553	6812
2304	22557	6801
2305	22561	6790
2306	22566	6778
2307	22570	6767
2308	22575	6755
2309	22579	6744
2310	22584	6733
2311	22589	6722
2312	22594	6710
2313	22598	6699
2314	22602	6688
2315	22606	6676
2316	22611	6665
2317	22616	6654
2318	22621	6642
2319	22625	6631
2320	22629	6620
2321	22634	6609
2322	22639	6597
2323	22643	6586
2324	22647	6575
2325	22651	6563
2326	22656	6552
2327	22660	6541
2328	22664	6529
2329	22669	6518
2330	22673	6507
2331	22677	6496
2332	22683	6485
2333	22687	6473
2334	22693	6462
2335	22697	6451
2336	22701	6440
2337	22705	6429
2338	22710	6417
2339	22714	6406
2340	22719	6395
2341	22723	6384
2342	22727	6373
2343	22732	6361
2344	22737	6350
2345	22741	6339
2346	22746	6328
2347	22750	6317
2348	22754	6306
2349	22758	6294
2350	22762	6283
2351	22767	6272
2352	22772	6261
2353	22776	6250
2354	22781	6239
2355	22786	6228
2356	22791	6217
2357	22795	6206
2358	22799	6195
2359	22804	6184
2360	22808	6173
2361	22813	6162
2362	22817	6151
2363	22821	6139
2364	22826	6128
2365	22830	6117
2366	22835	6106
2367	22839	6095
2368	22844	6084
2369	22848	6073
2370	22852	6062
2371	22857	6051
2372	22861	6040
2373	22865	6029
2374	22870	6018
2375	22874	6007
2376	22879	5996
2377	22884	5985
2378	22889	5974
2379	22893	5963
2380	22898	5953
2381	22903	5942
2382	22907	5931
2383	22912	5920
2384	22916	5909
2385	22921	5898
2386	22925	5887
2387	22929	5876
2388	22935	5865
2389	22939	5854
2390	22944	5843
2391	22948	5833
2392	22953	5822
2393	22957	5811
2394	22961	5800
2395	22965	5789
2396	22970	5778
2397	22974	5767
2398	22979	5756
2399	22984	5746
2400	22989	5735
2401	22993	5724
2402	22997	5713
2403	23002	5702
2404	23006	5691
2405	23011	5681
2406	23016	5670
2407	23020	5659
2408	23024	5648
2409	23029	5637
2410	23034	5627
2411	23038	5616
2412	23042	5605
2413	23046	5594
2414	23051	5583
2415	23055	5572
2416	23059	5562
2417	23064	5551
2418	23068	5540
2419	23073	5530
2420	23078	5519
2421	23082	5508
2422	23087	5498
2423	23092	5487
2424	23096	5476
2425	23101	5465
2426	23105	5455
2427	23110	5444
2428	23115	5433
2429	23119	5423
2430	23123	5412
2431	23128	5401
2432	23133	5391
2433	23138	5380
2434	23142	5369
2435	23146	5359
2436	23151	5348
2437	23155	5337
2438	23159	5326
2439	23164	5316
2440	23168	5305
2441	23172	5295
2442	23177	5284
2443	23182	5273
2444	23187	5263
2445	23191	5252
2446	23195	5241
2447	23200	5231
2448	23204	5220
2449	23210	5210
2450	23216	5200
2451	23221	5189
2452	23226	5179
2453	23232	5169
2454	23236	5158
2455	23240	5147
2456	23246	5137
2457	23251	5126
2458	23255	5116
2459	23260	5106
2460	23265	5095
2461	23269	5084
2462	23274	5074
2463	23279	5064
2464	23284	5053
2465	23289	5043
2466	23293	5032
2467	23298	5022
2468	23303	5011
2469	23308	5001
2470	23312	4990
2471	23317	4980
2472	23322	4970
2473	23328	4959
2474	23334	4949
2475	23338	4939
2476	23344	4928
2477	23349	4918
2478	23354	4908
2479	23358	4897
2480	23363	4887
2481	23368	4877
2482	23373	4866
2483	23380	4856
2484	23385	4846
2485	23389	4836
2486	23394	4825
2487	23398	4815
2488	23403	4804
2489	23408	4794
2490	23413	4784
2491	23417	4773
2492	23422	4763
2493	23427	4753
2494	23433	4742
2495	23437	4732
2496	23442	4722
2497	23448	4712
2498	23453	4701
2499	23460	4692
2500	23465	4681
2501	23470	4671
2502	23476	4661
2503	23482	4651
2504	23487	4641
2505	23491	4630
2506	23497	4620
2507	23503	4610
2508	23510	4600
2509	23517	4591
2510	23524	4581
2511	23530	4571
2512	23535	4561
2513	23540	4550
2514	23545	4540
2515	23549	4530
2516	23559	4520
2517	23566	4511
2518	23572	4501
2519	23578	4491
2520	23583	4481
2521	23589	4470
2522	23594	4460
2523	23599	4450
2524	23605	4440
2525	23610	4430
2526	23616	4420
2527	23621	4410
2528	23627	4400
2529	23632	4390
2530	23636	4379
2531	23641	4369
2532	23646	4359
2533	23651	4349
2534	23658	4339
2535	23663	4329
2536	23668	4319
2537	23673	4309
2538	23678	4299
2539	23683	4289
2540	23687	4278
2541	23691	4268
2542	23695	4258
2543	23699	4248
2544	23705	4238
2545	23709	4227
2546	23713	4217
2547	23718	4207
2548	23723	4197
2549	23728	4187
2550	23733	4177
2551	23737	4167
2552	23742	4156
2553	23746	4146
2554	23750	4136
2555	23755	4126
2556	23760	4116
2557	23766	4106
2558	23772	4096
2559	23777	4086
2560	23782	4076
2561	23786	4066
2562	23790	4056
2563	23795	4046
2564	23799	4036
2565	23804	4026
2566	23808	4016
2567	23813	4005
2568	23817	3995
2569	23822	3985
2570	23827	3975
2571	23832	3965
2572	23836	3955
2573	23841	3945
2574	23845	3935
2575	23850	3925
2576	23854	3915
2577	23859	3905
2578	23863	3895
2579	23868	3885
2580	23873	3875
2581	23878	3865
2582	23882	3855
2583	23887	3845
2584	23893	3835
2585	23897	3825
2586	23903	3816
2587	23907	3805
2588	23911	3795
2589	23916	3785
2590	23921	3776
2591	23926	3766
2592	23930	3756
2593	23935	3746
2594	23940	3736
2595	23944	3726
2596	23948	3716
2597	23953	3706
2598	23957	3696
2599	23962	3686
2600	23967	3676
2601	23973	3666
2602	23978	3657
2603	23982	3647
2604	23987	3637
2605	23991	3627
2606	23995	3617
2607	24000	3607
2608	24005	3597
2609	24010	3587
2610	24014	3577
2611	24019	3568
2612	24024	3558
2613	24029	3548
2614	24033	3538
2615	24039	3528
2616	24043	3518
2617	24047	3508
2618	24052	3499
2619	24056	3489
2620	24062	3479
2621	24066	3469
2622	24071	3459
2623	24076	3449
2624	24080	3440
2625	24085	3430
2626	24090	3420
2627	24095	3410
2628	24101	3401
2629	24106	3391
2630	24110	3381
2631	24115	3371
2632	24120	3362
2633	24125	3352
2634	24129	3342
2635	24133	3332
2636	24138	3322
2637	24143	3313
2638	24147	3303
2639	24152	3293
2640	24157	3283
2641	24161	3274
2642	24166	3264
2643	24171	3254
2644	24177	3244
2645	24182	3235
2646	24187	3225
2647	24191	3215
2648	24196	3206
2649	24201	3196
2650	24205	3186
2651	24209	3176
2652	24214	3167
2653	24219	3157
2654	24224	3147
2655	24228	3138
2656	24233	3128
2657	24238	3118
2658	24242	3108
2659	24248	3099
2660	24255	3089
2661	24260	3080
2662	24266	3070
2663	24271	3061
2664	24276	3051
2665	24280	3041
2666	24284	3032
2667	24288	3022
2668	24293	3012
2669	24298	3003
2670	24303	2993
2671	24308	2983
2672	24313	2974
2673	24319	2964
2674	24324	2955
2675	24328	2945
2676	24333	2936
2677	24338	2926
2678	24342	2916
2679	24346	2907
2680	24352	2897
2681	24356	2887
2682	24361	2878
2683	24367	2868
2684	24372	2859
2685	24377	2849
2686	24381	2840
2687	24387	2830
2688	24391	2821
2689	24396	2811
2690	24402	2802
2691	24407	2792
2692	24411	2782
2693	24417	2773
2694	24422	2763
2695	24426	2754
2696	24431	2744
2697	24435	2735
2698	24440	2725
2699	24444	2716
2700	24449	2706
2701	24454	2697
2702	24459	2687
2703	24464	2678
2704	24468	2668
2705	24473	2659
2706	24478	2649
2707	24482	2639
2708	24486	2630
2709	24491	2620
2710	24496	2611
2711	24500	2601
2712	24505	2592
2713	24510	2582
2714	24515	2573
2715	24519	2563
2716	24524	2554
2717	24528	2544
2718	24533	2535
2719	24537	2525
2720	24542	2516
2721	24547	2507
2722	24552	2497
2723	24558	2488
2724	24564	2478
2725	24569	2469
2726	24573	2460
2727	24577	2450
2728	24582	2441
2729	24586	2431
2730	24590	2422
2731	24596	2412
2732	24601	2403
2733	24605	2393
2734	24610	2384
2735	24614	2375
2736	24619	2365
2737	24623	2356
2738	24627	2346
2739	24633	2337
2740	24637	2328
2741	24641	2318
2742	24646	2309
2743	24651	2299
2744	24655	2290
2745	24660	2281
2746	24665	2271
2747	24670	2262
2748	24676	2253
2749	24681	2243
2750	24686	2234
2751	24691	2225
2752	24697	2215
2753	24701	2206
2754	24705	2197
2755	24711	2187
2756	24716	2178
2757	24721	2169
2758	24726	2159
2759	24731	2150
2760	24735	2141
2761	24740	2131
2762	24744	2122
2763	24749	2113
2764	24754	2103
2765	24759	2094
2766	24765	2085
2767	24770	2076
2768	24774	2066
2769	24778	2057
2770	24782	2048
2771	24787	2038
2772	24793	2029
2773	24797	2020
2774	24802	2011
2775	24807	2001
2776	24813	1992
2777	24817	1983
2778	24821	1973
2779	24826	1964
2780	24831	1955
2781	24835	1946
2782	24839	1936
2783	24844	1927
2784	24849	1918
2785	24854	1909
2786	24860	1900
2787	24866	1890
2788	24871	1881
2789	24877	1872
2790	24881	1863
2791	24886	1853
2792	24892	1844
2793	24897	1835
2794	24901	1826
2795	24906	1817
2796	24911	1808
2797	24916	1798
2798	24920	1789
2799	24924	1780
2800	24929	1771
2801	24934	1761
2802	24938	1752
2803	24943	1743
2804	24948	1734
2805	24953	1725
2806	24958	1716
2807	24963	1706
2808	24968	1697
2809	24973	1688
2810	24978	1679
2811	24983	1670
2812	24987	1661
2813	24992	1651
2814	24997	1642
2815	25002	1633
2816	25006	1624
2817	25011	1615
2818	25017	1606
2819	25021	1597
2820	25027	1588
2821	25031	1578
2822	25036	1569
2823	25041	1560
2824	25045	1551
2825	25050	1542
2826	25055	1533
2827	25061	1524
2828	25065	1515
2829	25070	1505
2830	25074	1496
2831	25079	1487
2832	25084	1478
2833	25090	1469
2834	25094	1460
2835	25099	1451
2836	25104	1442
2837	25108	1433
2838	25113	1424
2839	25118	1415
2840	25122	1406
2841	25127	1396
2842	25132	1387
2843	25137	1378
2844	25143	1369
2845	25148	1360
2846	25153	1351
2847	25159	1342
2848	25164	1333
2849	25169	1324
2850	25173	1315
2851	25178	1306
2852	25184	1297
2853	25189	1288
2854	25194	1279
2855	25198	1270
2856	25203	1261
2857	25208	1252
2858	25213	1243
2859	25218	1234
2860	25222	1225
2861	25227	1216
2862	25231	1207
2863	25235	1198
2864	25241	1189
2865	25246	1180
2866	25251	1171
2867	25256	1162
2868	25262	1153
2869	25267	1144
2870	25272	1135
2871	25276	1126
2872	25281	1117
2873	25285	1108
2874	25291	1099
2875	25296	1090
2876	25301	1081
2877	25307	1072
2878	25312	1063
2879	25317	1054
2880	25321	1045
2881	25326	1036
2882	25330	1027
2883	25335	1019
2884	25340	1010
2885	25345	1001
2886	25351	992
2887	25355	983
2888	25361	974
2889	25365	965
2890	25370	956
2891	25375	947
2892	25379	938
2893	25386	929
2894	25390	920
2895	25395	912
2896	25401	903
2897	25406	894
2898	25411	885
2899	25417	876
2900	25422	867
2901	25426	858
2902	25431	849
2903	25436	840
2904	25441	831
2905	25447	823
2906	25454	814
2907	25460	805
2908	25465	796
2909	25470	787
2910	25475	778
2911	25480	770
2912	25485	761
2913	25490	752
2914	25495	743
2915	25500	734
2916	25506	725
2917	25511	716
2918	25516	708
2919	25521	699
2920	25526	690
2921	25530	681
2922	25536	672
2923	25541	663
2924	25546	655
2925	25551	646
2926	25556	637
2927	25561	628
2928	25566	619
2929	25570	610
2930	25575	602
2931	25580	593
2932	25586	584
2933	25591	575
2934	25596	566
2935	25602	558
2936	25607	549
2937	25612	540
2938	25616	531
2939	25621	522
2940	25627	514
2941	25635	505
2942	25641	496
2943	25647	487
2944	25652	479
2945	25658	470
2946	25663	461
2947	25667	452
2948	25672	443
2949	25677	435
2950	25682	426
2951	25687	417
2952	25692	408
2953	25696	400
2954	25702	391
2955	25708	382
2956	25713	373
2957	25718	365
2958	25722	356
2959	25727	347
2960	25732	338
2961	25737	330
2962	25743	321
2963	25748	312
2964	25754	304
2965	25759	295
2966	25764	286
2967	25771	277
2968	25778	269
2969	25784	260
2970	25788	251
2971	25793	243
2972	25799	234
2973	25804	225
2974	25809	216
2975	25814	208
2976	25819	199
2977	25824	190
2978	25830	182
2979	25835	173
2980	25839	164
2981	25845	156
2982	25850	147
2983	25856	138
2984	25861	129
2985	25867	121
2986	25872	112
2987	25878	103
2988	25884	95
2989	25890	86
2990	25895	77
2991	25901	69
2992	25906	60
2993	25911	51
2994	25916	43
2995	25920	34
2996	25925	25
2997	25931	17
2998	25935	8
2999	25940	0
